gene	oe_lof_upper	obs_lof	exp_lof	mu_lof	total.ptv.count	total.dn.count	total.inh.count	ccr.ptv.count	ccr.dn.count	ccr.inh.count
ENSG00000068097	0.909	41	58.535	5.24275e-06	5	0	5	0	0	0
ENSG00000170832	0.224	13	92.338	9.2578925e-06	1	1	0	0	0	0
ENSG00000141371	1.838	16	12.385	1.16615175e-06	5	0	5	0	0	0
ENSG00000179314	0.679	12	28.628	3.0124875e-06	2	0	2	0	0	0
ENSG00000141376	0.467	18	57.158	5.9996825e-06	3	0	3	0	0	0
ENSG00000121075	0.445	5	23.649	2.45488e-06	3	0	3	0	0	0
ENSG00000136492	0.786	36	60.515	5.23806e-06	3	0	3	0	0	0
ENSG00000172421	1.1	15	20.991	2.3501925e-06	3	0	3	0	0	0
ENSG00000087995	1.352	20	21.488	1.9217275e-06	16	0	16	0	0	0
ENSG00000146872	0.138	3	56.19	5.8867875e-06	7	0	7	0	0	0
ENSG00000011028	0.319	19	87.279	7.15225e-06	2	0	2	1	0	1
ENSG00000173838	1.393	35	33.322	2.71886e-06	12	0	12	0	0	0
ENSG00000173826	1.397	42	38.899	3.4593775e-06	6	0	6	0	0	0
ENSG00000198231	0.153	2	41.2	4.9464425e-06	1	1	0	0	0	0
ENSG00000213218	1.486	3	5.0481	6.538195e-07	3	0	3	0	0	0
ENSG00000136488	1.76	7	6.898	5.68562e-07	4	0	4	0	0	0
ENSG00000204414	1.944	13	8.0986	9.309315e-07	4	0	4	0	0	0
ENSG00000007314	0.378	19	73.739	5.9762325e-06	7	0	7	7	0	7
ENSG00000129221	1.146	8	12.594	1.42028275e-06	4	0	4	0	0	0
ENSG00000176809	0.848	21	35.655	2.8396275e-06	4	0	4	0	0	0
ENSG00000154240	1.127	62	67.947	6.3219525e-06	8	0	8	1	0	1
ENSG00000198920	1.105	47	54.255	5.3310225e-06	4	0	4	1	0	1
ENSG00000091583	1.66	21	18.077	1.7441775e-06	9	0	9	1	0	1
ENSG00000108590	1.276	6	9.2595	9.09458e-07	11	0	11	0	0	0
ENSG00000177294	0.995	9	15.79	1.27154275e-06	3	0	3	0	0	0
ENSG00000186665	1.833	2	2.3893	1.950705e-07	2	0	2	0	0	0
ENSG00000196704	1.604	13	12.753	1.30959875e-06	8	0	8	0	0	0
ENSG00000108932	0.836	7	15.731	1.2818105e-06	2	0	2	0	0	0
ENSG00000167858	1.085	12	17.925	1.5181195e-06	1	0	1	1	0	1
ENSG00000141337	1.147	17	22.226	1.57880475e-06	4	0	4	0	0	0
ENSG00000108946	0.119	0	25.126	2.742645e-06	1	0	1	0	0	0
ENSG00000141338	1.186	80	81.259	6.587105e-06	9	1	8	0	0	0
ENSG00000154258	1.07	78	88.007	7.65676e-06	25	0	25	3	0	3
ENSG00000154262	0.864	54	78.406	5.9825975e-06	10	0	10	1	0	1
ENSG00000154263	0.968	61	78.03	6.1306675e-06	29	0	29	1	0	1
ENSG00000154265	0.838	55	82.206	6.8036825e-06	5	0	5	3	0	3
ENSG00000108839	1.039	28	36.948	3.32521e-06	4	0	4	0	0	0
ENSG00000153822	1.674	16	14.31	1.7270925e-06	2	1	1	0	0	0
ENSG00000123700	0.615	3	12.609	1.485055e-06	1	0	1	1	0	1
ENSG00000132514	1.136	10	14.926	1.21248225e-06	8	0	8	0	0	0
ENSG00000161944	1.448	13	14.244	1.02025925e-06	1	0	1	0	0	0
ENSG00000141505	1.737	20	16.418	1.17894875e-06	1	0	1	0	0	0
ENSG00000004975	0.657	14	33.317	3.084345e-06	1	0	1	0	0	0
ENSG00000166685	0.649	20	44.754	4.186495e-06	1	0	1	1	0	1
ENSG00000141219	1.034	12	18.803	1.934625e-06	8	0	8	0	0	0
ENSG00000187959	1.066	6	11.107	1.077829e-06	6	0	6	0	0	0
ENSG00000072818	0.423	11	43.038	3.8014125e-06	3	0	3	0	0	0
ENSG00000169992	0.126	0	23.633	1.7106775e-06	20	0	20	0	0	0
ENSG00000184560	1.366	18	19.528	1.8661175e-06	1	0	1	0	0	0
ENSG00000204347	0.783	5	13.425	9.7446475e-07	3	0	3	2	0	2
ENSG00000257008	1.529	15	15.055	1.37891025e-06	4	0	4	1	0	1
ENSG00000161958	1.271	7	10.326	8.840985e-07	1	0	1	0	0	0
ENSG00000178789	1.702	10	9.6213	1.084797e-06	1	0	1	0	0	0
ENSG00000167850	1.571	8	9.0312	9.3372875e-07	4	0	4	0	0	0
ENSG00000174282	0.113	0	26.342	2.6051275e-06	1	0	1	0	0	0
ENSG00000109062	1.157	8	12.479	9.08855e-07	15	0	15	0	0	0
ENSG00000161509	0.715	17	35.649	2.70546e-06	1	1	0	0	0	0
ENSG00000161513	0.836	14	26.166	2.3860375e-06	1	0	1	0	0	0
ENSG00000182938	1.151	19	24.226	2.2406475e-06	11	0	11	0	0	0
ENSG00000109089	0.832	7	15.807	1.13523125e-06	1	0	1	1	0	1
ENSG00000167863	1.387	6	8.487	5.9752275e-07	1	0	1	0	0	0
ENSG00000125445	1.123	6	10.542	7.5919375e-07	1	0	1	0	0	0
ENSG00000125454	0.524	2	12.024	8.6944225e-07	3	2	1	0	0	0
ENSG00000177728	0.641	35	72.394	6.380075e-06	4	1	3	2	0	2
ENSG00000073350	0.709	27	52.51	4.398215e-06	7	2	5	3	1	2
ENSG00000108469	0.977	34	46.316	3.9424475e-06	5	0	5	0	0	0
ENSG00000132470	0.648	45	89.022	7.74118e-06	1	0	1	0	0	0
ENSG00000092929	0.773	40	67.343	5.9715425e-06	3	0	3	0	0	0
ENSG00000132481	0.79	9	19.882	1.73329e-06	4	1	3	0	0	0
ENSG00000141569	1.843	27	19.445	1.51314475e-06	5	0	5	1	0	1
ENSG00000129194	0.896	2	7.0257	5.097695e-07	1	0	1	0	0	0
ENSG00000161533	0.462	9	33.976	3.184175e-06	1	1	0	0	0	0
ENSG00000167880	0.749	54	90.396	7.7125375e-06	16	0	16	1	0	1
ENSG00000129245	0.185	3	41.983	4.8033975e-06	1	1	0	0	0	0
ENSG00000129646	0.933	54	72.61	6.6117275e-06	7	0	7	0	0	0
ENSG00000161542	1.303	8	11.063	1.057796e-06	5	0	5	0	0	0
ENSG00000129214	1.246	9	12.595	1.7297725e-06	5	0	5	0	0	0
ENSG00000129667	0.506	13	40.875	3.35402e-06	2	0	2	1	0	1
ENSG00000070526	1.125	20	25.834	2.1471825e-06	2	0	2	0	0	0
ENSG00000092931	0.856	12	22.702	1.7448475e-06	1	0	1	0	0	0
ENSG00000167889	0.494	12	39.392	3.17312e-06	1	0	1	0	0	0
ENSG00000108947	0.607	3	12.782	1.2989625e-06	1	0	1	1	0	1
ENSG00000183914	0.563	115	238.43	2.2138475e-05	8	0	8	0	0	0
ENSG00000167699	1.606	18	16.526	1.2874385e-06	1	0	1	0	0	0
ENSG00000141524	0.85	12	22.864	3.3310725e-06	1	0	1	1	0	1
ENSG00000167895	1.124	25	31.053	2.455885e-06	9	0	9	0	0	0
ENSG00000183077	1.099	16	22.109	2.0078225e-06	1	0	1	0	0	0
ENSG00000089685	1.043	3	7.429	5.909735e-07	1	0	1	0	0	0
ENSG00000187775	0.75	134	206.33	1.74602e-05	15	1	14	3	0	3
ENSG00000132510	0.14	4	65.219	6.7279725e-06	1	1	0	0	0	0
ENSG00000055483	0.505	17	50.537	4.648125e-06	3	0	3	1	0	1
ENSG00000170004	0.157	11	116.05	1.16926725e-05	1	1	0	0	0	0
ENSG00000108679	1.426	11	12.737	1.05268725e-06	3	0	3	1	0	1
ENSG00000171302	1.309	10	12.952	1.05995675e-06	2	0	2	0	0	0
ENSG00000173918	0.782	2	8.0454	1.002588e-06	1	0	1	0	0	0
ENSG00000173894	0.661	0	4.5266	1.43716675e-06	4	0	4	0	0	0
ENSG00000167291	0.771	16	31.537	2.4939075e-06	1	0	1	1	0	1
ENSG00000171298	0.981	34	46.15	3.9591975e-06	4	0	4	0	0	0
ENSG00000132518	0.748	22	41.981	3.7494875e-06	11	0	11	0	0	0
ENSG00000141527	0.995	36	47.791	4.05953e-06	5	0	5	2	0	2
ENSG00000181523	0.804	10	21.091	1.6838775e-06	2	0	2	0	0	0
ENSG00000181045	1.407	28	27.273	1.9502025e-06	7	0	7	0	0	0
ENSG00000173821	0.746	26	48.334	1.96176e-05	13	1	12	0	0	0
ENSG00000179593	1.127	26	32.007	2.926225e-06	8	0	8	0	0	0
ENSG00000173818	1.594	13	12.84	1.65019325e-06	11	0	11	1	0	1
ENSG00000141564	0.101	3	76.841	6.7976525e-06	5	1	4	4	0	4
ENSG00000175866	0.429	6	27.595	1.9642725e-06	2	0	2	0	0	0
ENSG00000179148	1.055	35	44.004	3.932565e-06	7	0	7	0	0	0
ENSG00000141577	0.778	34	58.154	4.9407475e-06	3	0	3	0	0	0
ENSG00000167302	1.281	14	17.082	1.382947e-06	1	0	1	0	0	0
ENSG00000157637	0.863	21	35.032	2.9354375e-06	1	0	1	0	0	0
ENSG00000186765	1.479	19	18.83	1.83379e-06	16	0	16	2	0	2
ENSG00000183048	1.159	12	16.775	1.344757e-06	1	0	1	0	0	0
ENSG00000185269	0.58	10	29.235	2.825725e-06	1	0	1	0	0	0
ENSG00000169696	0.966	23	33.741	2.98619e-06	2	0	2	0	0	0
ENSG00000169738	1.488	10	11.335	9.7734575e-07	18	0	18	0	0	0
ENSG00000169718	0.965	19	28.876	2.7160125e-06	1	0	1	0	0	0
ENSG00000141526	1.17	7	11.229	9.257725e-07	1	0	1	0	0	0
ENSG00000181408	1.925	6	4.159	3.0188525e-07	15	0	15	0	0	0
ENSG00000181396	1.196	13	17.278	1.53162e-06	2	0	2	0	0	0
ENSG00000169660	1.052	17	24.25	1.892415e-06	2	1	1	0	0	0
ENSG00000178921	0.773	38	64.409	5.8891325e-06	2	0	2	1	0	1
ENSG00000141568	0.58	7	22.672	1.9331175e-06	15	0	15	0	0	0
ENSG00000141542	1.774	1	1.8582	9.4738e-07	1	0	1	0	0	0
ENSG00000141560	1.544	13	13.305	9.5778175e-07	2	0	2	0	0	0
ENSG00000167363	1.363	13	15.155	1.578051e-06	2	0	2	0	0	0
ENSG00000141556	0.493	26	73.106	6.5504225e-06	3	0	3	3	0	3
ENSG00000175711	1.795	36	26.1	2.605965e-06	5	0	5	0	0	0
ENSG00000184650	1.214	4	7.5181	5.3387275e-07	3	1	2	0	0	0
ENSG00000133026	0.149	10	113.59	1.05312275e-05	3	1	2	1	0	1
ENSG00000161973	1.066	11	17.082	1.36008325e-06	3	0	3	0	0	0
ENSG00000154914	0.398	11	45.691	4.30073e-06	1	0	1	0	0	0
ENSG00000184544	1.5	12	12.903	1.0588345e-06	2	0	2	0	0	0
ENSG00000065325	0.931	22	33.759	3.087025e-06	1	0	1	1	0	1
ENSG00000109047	1.854	12	9.4756	9.59842e-07	1	0	1	0	0	0
ENSG00000177370	1.638	7	7.7586	5.4613375e-07	1	0	1	0	0	0
ENSG00000154864	0.361	38	137.9	1.25496025e-05	1	1	0	0	0	0
ENSG00000154889	1.252	13	16.505	1.87265e-06	5	0	5	0	0	0
ENSG00000176194	1.711	8	8.035	7.1081975e-07	1	0	1	0	0	0
ENSG00000176014	1.041	8	13.868	1.01265475e-06	1	0	1	1	0	1
ENSG00000141385	0.7	21	43.172	4.6754275e-06	7	1	6	0	0	0
ENSG00000101624	0.758	20	38.362	4.12586e-06	1	1	0	0	0	0
ENSG00000101639	0.67	50	94.476	1.061414e-05	14	1	13	10	0	10
ENSG00000177150	1.45	10	11.656	1.09704125e-06	1	0	1	1	0	1
ENSG00000101654	0.761	11	23.918	2.0068175e-06	3	0	3	0	0	0
ENSG00000176136	1.837	6	5.4728	3.9504875e-07	2	0	2	0	0	0
ENSG00000185231	1.846	5	4.6374	4.413625e-07	1	0	1	0	0	0
ENSG00000183206	1.26	17	20.242	1.5510165e-06	3	0	3	0	0	0
ENSG00000180777	0.908	42	59.855	4.542935e-06	23	1	22	0	0	0
ENSG00000101557	0.348	6	34.048	3.09205e-06	1	0	1	0	0	0
ENSG00000141449	0.078	2	80.367	7.5152225e-06	1	0	1	1	0	1
ENSG00000158201	1.181	16	20.58	1.729605e-06	1	0	1	0	0	0
ENSG00000101752	1.973	105	57.462	5.859485e-06	4	0	4	1	0	1
ENSG00000101773	0.749	27	49.731	4.53657e-06	2	0	2	1	0	1
ENSG00000134508	0.63	8	22.929	2.2158575e-06	2	1	1	0	0	0
ENSG00000134490	0.952	13	21.706	1.5466615e-06	1	1	0	0	0	0
ENSG00000101782	0.802	15	28.796	2.58285e-06	3	0	3	0	0	0
ENSG00000141452	0.297	7	44.263	4.2382525e-06	1	1	0	0	0	0
ENSG00000053747	0.691	102	173.92	1.58426525e-05	5	1	4	0	0	0
ENSG00000141447	0.522	23	62.399	5.4687075e-06	3	0	3	0	0	0
ENSG00000154059	1.123	14	19.494	1.52195525e-06	2	1	1	0	0	0
ENSG00000134489	1.438	12	13.488	1.1876755e-06	14	0	14	0	0	0
ENSG00000101574	0.856	11	21.266	2.2409825e-06	2	1	1	0	0	0
ENSG00000154611	1.026	9	15.312	1.7207275e-06	1	0	1	0	0	0
ENSG00000132205	1.051	26	34.34	2.9029425e-06	31	0	31	0	0	0
ENSG00000101577	0.51	17	50.044	4.8106e-06	1	0	1	0	0	0
ENSG00000101605	0.972	72	90.114	8.23497e-06	9	0	9	0	0	0
ENSG00000134762	1.196	34	37.854	2.9444825e-06	8	0	8	0	0	0
ENSG00000134755	0.703	18	37.995	3.2067875e-06	1	1	0	0	0	0
ENSG00000134765	0.963	30	42.275	4.0024125e-06	10	1	9	0	0	0
ENSG00000175065	0.814	27	45.722	3.8697525e-06	2	0	2	0	0	0
ENSG00000134757	1.09	35	42.578	3.898395e-06	7	0	7	0	0	0
ENSG00000046604	0.79	22	39.749	3.1237075e-06	2	0	2	0	0	0
ENSG00000118271	0.763	1	6.2162	5.901695e-07	1	0	1	0	0	0
ENSG00000141437	1.76	5	5.3508	6.254115e-07	17	0	17	0	0	0
ENSG00000101695	1.284	8	11.228	9.3047925e-07	1	0	1	1	0	1
ENSG00000141434	1.279	37	38.05	3.3826625e-06	9	0	9	0	0	0
ENSG00000166960	1.155	38	43.127	3.4572e-06	11	0	11	0	0	0
ENSG00000141431	0.199	8	72.572	6.4703575e-06	1	1	0	0	0	0
ENSG00000177426	0.911	5	11.541	8.605815e-07	6	0	6	0	0	0
ENSG00000186812	1.056	10	16.067	1.99861e-06	1	0	1	0	0	0
ENSG00000186814	1.429	19	19.502	1.66875225e-06	1	0	1	0	0	0
ENSG00000186496	1.118	10	15.17	1.24973425e-06	6	1	5	0	0	0
ENSG00000141429	0.587	10	28.909	2.6175225e-06	3	0	3	0	0	0
ENSG00000141424	0.8	15	28.886	2.792225e-06	1	0	1	0	0	0
ENSG00000134759	0.935	39	54.486	5.165365e-06	1	0	1	0	0	0
ENSG00000075643	1.154	32	37.237	3.03912e-06	9	0	9	0	0	0
ENSG00000150477	0.926	16	26.232	2.083365e-06	14	0	14	0	0	0
ENSG00000132874	0.98	33	45.022	3.44179e-06	5	0	5	0	0	0
ENSG00000141469	1.562	18	17.028	1.43063425e-06	1	0	1	0	0	0
ENSG00000197046	1.87	11	8.5573	6.11509e-07	7	0	7	1	0	1
ENSG00000152223	0.456	48	133.97	1.145633e-05	2	1	1	0	0	0
ENSG00000167210	1.012	46	58.094	5.2673725e-06	13	0	13	0	0	0
ENSG00000101638	0.855	8	16.888	1.2043585e-06	2	0	2	0	0	0
ENSG00000167216	0.816	14	26.812	2.3726375e-06	4	1	3	0	0	0
ENSG00000167220	1.488	9	10.482	8.3688025e-07	2	0	2	0	0	0
ENSG00000215474	0.436	3	17.769	1.428507e-06	1	0	1	1	0	1
ENSG00000173213	1.868	5	4.4004	3.151345e-07	26	0	26	0	0	0
ENSG00000141627	0.905	26	39.857	3.793205e-06	2	0	2	0	0	0
ENSG00000101670	1.178	18	22.658	1.93898e-06	1	0	1	0	0	0
ENSG00000167315	1.306	16	18.602	1.56319375e-06	2	0	2	0	0	0
ENSG00000167306	0.688	53	96.899	8.0867325e-06	2	0	2	1	0	1
ENSG00000172361	1.344	28	28.561	2.97145e-06	1	0	1	0	0	0
ENSG00000141644	0.25	4	36.614	4.2255225e-06	1	0	1	1	0	1
ENSG00000134042	1.25	10	13.566	1.35385225e-06	5	0	5	1	0	1
ENSG00000082212	1.063	27	35.035	3.6654025e-06	2	1	1	1	0	1
ENSG00000231824	1.415	0	1.8397	1.30484175e-07	1	0	1	0	0	0
ENSG00000187323	0.283	15	81.578	8.8830275e-06	1	1	0	0	0	0
ENSG00000134046	0.522	4	17.53	1.844845e-06	4	0	4	1	0	1
ENSG00000101751	0.94	13	21.981	2.111505e-06	3	0	3	0	0	0
ENSG00000178690	1.728	4	4.7494	3.3531825e-07	2	0	2	0	0	0
ENSG00000082397	0.477	19	58.457	5.35866e-06	1	0	1	0	0	0
ENSG00000166510	1.411	19	19.748	1.5098785e-06	3	0	3	0	0	0
ENSG00000196628	0.217	4	42.125	3.74195e-06	1	1	0	0	0	0
ENSG00000134440	0.781	20	37.231	4.0811375e-06	2	0	2	1	0	1
ENSG00000177143	1.475	1	2.9697	2.0620925e-07	1	0	1	0	0	0
ENSG00000198796	0.815	45	70.82	5.4633475e-06	7	0	7	2	0	2
ENSG00000166569	1.707	6	6.5004	4.56605e-07	1	0	1	0	0	0
ENSG00000141682	1.571	1	2.6578	9.9570375e-08	1	0	1	1	0	1
ENSG00000197563	1.025	38	48.571	3.9236875e-06	2	0	2	1	0	1
ENSG00000081913	0.257	8	56.136	5.0978625e-06	1	0	1	0	0	0
ENSG00000171791	0.712	1	6.6643	4.8173e-07	1	0	1	1	0	1
ENSG00000119541	0.478	6	24.78	2.3424875e-06	2	0	2	1	0	1
ENSG00000206075	0.903	6	13.11	9.1647625e-07	2	0	2	0	0	0
ENSG00000166634	1.96	30	17.327	1.38805575e-06	8	0	8	0	0	0
ENSG00000206073	1.879	21	14.912	1.16387375e-06	6	0	6	0	0	0
ENSG00000166396	1.31	14	16.702	1.45535725e-06	11	1	10	1	0	1
ENSG00000197632	1.53	17	16.617	1.27918075e-06	1	1	0	0	0	0
ENSG00000242550	1.468	15	15.71	1.10632075e-06	15	0	15	0	0	0
ENSG00000221887	1.673	3	4.1944	4.0797975e-07	12	0	12	0	0	0
ENSG00000071991	1.119	25	31.205	2.4902225e-06	11	0	11	0	0	0
ENSG00000171451	0.568	17	44.883	4.23038e-06	10	0	10	2	0	2
ENSG00000101680	0.621	78	151.6	1.307237e-05	2	0	2	1	0	1
ENSG00000150637	0.698	5	15.061	1.07077725e-06	2	1	1	1	0	1
ENSG00000206422	1.856	8	6.6907	6.18276e-07	1	1	0	0	0	0
ENSG00000075336	1.146	8	12.591	9.3339375e-07	3	0	3	0	0	0
ENSG00000206043	0.763	13	27.079	2.0754925e-06	9	0	9	0	0	0
ENSG00000187773	1.819	9	7.82	5.5752375e-07	1	0	1	1	0	1
ENSG00000150656	1.002	18	26.626	2.514175e-06	2	0	2	0	0	0
ENSG00000180011	1.274	5	8.2246	5.86585e-07	1	0	1	0	0	0
ENSG00000101493	0.176	2	35.749	2.952355e-06	1	1	0	0	0	0
ENSG00000130856	0.169	8	85.213	7.2797175e-06	4	0	4	0	0	0
ENSG00000256463	0.415	4	22.054	2.0909025e-06	7	7	0	1	1	0
ENSG00000178342	0.666	1	7.1195	5.6770775e-07	1	0	1	0	0	0
ENSG00000178127	0.834	6	14.204	1.223152e-06	3	0	3	0	0	0
ENSG00000101745	0.197	9	79.748	7.6388375e-06	3	0	3	3	0	3
ENSG00000168454	0.92	0	3.2214	2.24383e-07	9	0	9	0	0	0
ENSG00000080573	0.605	51	106.52	8.9225575e-06	2	0	2	1	0	1
ENSG00000116032	0.978	14	22.387	1.8319475e-06	9	0	9	1	0	1
ENSG00000130812	1.193	14	18.339	1.759755e-06	14	0	14	0	0	0
ENSG00000130810	1.102	15	20.951	2.1408175e-06	3	0	3	0	0	0
ENSG00000105364	1.441	15	16.006	1.261543e-06	8	0	8	0	0	0
ENSG00000105376	0.542	11	33.622	2.53461e-06	2	1	1	1	0	1
ENSG00000076662	1.92	31	19.966	1.6726885e-06	13	0	13	0	0	0
ENSG00000064687	1.067	90	100.53	8.59476e-06	20	0	20	1	0	1
ENSG00000180739	1.034	2	6.0796	4.39252e-07	17	0	17	0	0	0
ENSG00000130734	0.717	10	23.657	1.97851e-06	2	0	2	0	0	0
ENSG00000129347	0.876	30	46.467	3.7789675e-06	1	0	1	0	0	0
ENSG00000129354	1.076	15	21.468	1.643309e-06	2	0	2	2	0	2
ENSG00000129351	0.129	1	36.889	4.37912e-06	2	0	2	0	0	0
ENSG00000213339	1.082	13	19.109	1.659724e-06	1	0	1	1	0	1
ENSG00000099203	1.7	9	8.8821	8.020235e-07	1	0	1	1	0	1
ENSG00000214212	0.919	5	11.439	1.0276125e-06	1	0	1	0	0	0
ENSG00000099817	1.487	13	13.851	1.2759145e-06	5	0	5	0	0	0
ENSG00000130733	1.279	13	16.154	1.1570565e-06	2	0	2	0	0	0
ENSG00000130164	1.073	38	46.438	3.821345e-06	2	1	1	0	0	0
ENSG00000064932	0.413	16	58.877	4.6137875e-06	9	0	9	0	0	0
ENSG00000130158	0.717	59	102.24	9.1573925e-06	3	0	3	1	0	1
ENSG00000130173	1.944	14	8.7009	7.4083575e-07	18	1	17	2	1	1
ENSG00000130167	1.478	9	10.561	7.4083575e-07	4	0	4	0	0	0
ENSG00000205517	1.379	47	43.453	4.54662e-06	35	0	35	0	0	0
ENSG00000198551	1.089	1	4.3198	3.06994e-07	2	0	2	0	0	0
ENSG00000197933	0.986	1	4.7965	3.40963e-07	3	0	3	0	0	0
ENSG00000171295	1.627	3	4.4156	3.13761e-07	24	0	24	0	0	0
ENSG00000171291	1.693	3	4.0933	2.9146675e-07	36	0	36	0	0	0
ENSG00000196757	1.708	4	4.8669	3.4577025e-07	12	0	12	0	0	0
ENSG00000197054	1.525	3	4.8746	3.468925e-07	25	0	25	0	0	0
ENSG00000197647	1.691	3	4.1005	2.94532e-07	8	0	8	0	0	0
ENSG00000223547	1.785	4	4.3797	3.1183475e-07	25	0	25	0	0	0
ENSG00000188868	0.625	0	4.7862	3.3876875e-07	7	0	7	0	0	0
ENSG00000198342	1.288	3	5.9692	4.23507e-07	37	0	37	0	0	0
ENSG00000196466	1.171	0	2.4439	4.376105e-07	7	0	7	0	0	0
ENSG00000180855	1.766	5	5.3099	5.1149475e-07	3	0	3	0	0	0
ENSG00000104774	0.97	41	54.867	4.48632e-06	2	0	2	1	0	1
ENSG00000095059	0.873	9	17.991	1.4397965e-06	1	0	1	0	0	0
ENSG00000095066	0.921	34	49.145	4.4318825e-06	2	0	2	1	0	1
ENSG00000167815	0.902	3	8.5915	6.0938175e-07	1	0	1	0	0	0
ENSG00000104889	0.88	6	13.458	9.9191825e-07	2	0	2	0	0	0
ENSG00000105607	0.639	8	22.597	1.97717e-06	2	0	2	0	0	0
ENSG00000179115	0.526	9	29.875	2.9344325e-06	1	0	1	0	0	0
ENSG00000141837	0.134	9	117.36	1.112535e-05	5	0	5	0	0	0
ENSG00000037757	1.102	7	11.932	1.13318775e-06	1	0	1	0	0	0
ENSG00000132016	0.775	10	21.895	1.864275e-06	1	0	1	0	0	0
ENSG00000132024	0.42	15	54.953	4.79318e-06	1	0	1	0	0	0
ENSG00000132000	1.725	12	10.896	1.6130585e-06	4	0	4	1	0	1
ENSG00000130005	1.376	8	10.459	5.210255e-07	1	0	1	0	0	0
ENSG00000104998	0.903	24	37.365	3.3263825e-06	4	0	4	0	0	0
ENSG00000141854	1.281	6	9.2266	7.317405e-07	18	0	18	0	0	0
ENSG00000188032	1.003	6	11.801	1.37840775e-06	8	0	8	0	0	0
ENSG00000105011	1.531	7	8.4562	7.485575e-07	1	1	0	0	0	0
ENSG00000072071	0.187	7	70.251	6.88693e-06	5	0	5	0	0	0
ENSG00000123143	0.397	11	45.815	4.2797925e-06	1	0	1	0	0	0
ENSG00000132002	0.853	4	10.73	1.2919275e-06	5	0	5	0	0	0
ENSG00000099795	1.667	4	5.0988	3.64815e-07	4	2	2	0	0	0
ENSG00000131355	1.482	39	34.374	2.66928e-06	13	0	13	0	0	0
ENSG00000115266	0.225	7	58.469	4.8603475e-06	4	0	4	0	0	0
ENSG00000160961	1.244	28	30.86	2.753365e-06	6	0	6	0	0	0
ENSG00000127507	1.253	43	44.262	3.3273875e-06	43	0	43	0	0	0
ENSG00000115257	0.964	24	35.015	3.15101e-06	1	0	1	0	0	0
ENSG00000127529	1.945	1	0.11975	8.6934175e-09	9	0	9	0	0	0
ENSG00000160994	1.124	13	18.389	1.596208e-06	7	0	7	0	0	0
ENSG00000185761	1.151	19	24.229	2.185205e-06	5	0	5	1	0	1
ENSG00000094661	1.906	7	5.2518	3.71716e-07	1	0	1	1	0	1
ENSG00000105135	0.912	17	27.95	2.142995e-06	3	0	3	3	0	3
ENSG00000141867	0.048	0	61.502	5.34258e-06	1	1	0	0	0	0
ENSG00000185988	1.149	8	12.56	8.965605e-07	7	0	7	0	0	0
ENSG00000105127	0.397	6	29.831	2.2694575e-06	1	0	1	1	0	1
ENSG00000105122	0.781	23	41.699	4.0040875e-06	1	0	1	0	0	0
ENSG00000161031	1.342	15	17.211	2.1039675e-06	8	0	8	0	0	0
ENSG00000171954	0.783	13	26.406	2.348685e-06	1	0	1	0	0	0
ENSG00000186529	1.382	24	24.423	1.7502075e-06	3	0	3	0	0	0
ENSG00000186204	1.375	26	26.239	2.303795e-06	4	0	4	1	0	1
ENSG00000171942	1.742	4	4.6645	3.3280575e-07	1	0	1	0	0	0
ENSG00000071655	0.26	0	11.518	8.300295e-07	1	0	1	0	0	0
ENSG00000171903	1.521	30	26.74	2.1769975e-06	5	0	5	0	0	0
ENSG00000176231	1.895	3	2.5678	1.871645e-07	17	0	17	1	0	1
ENSG00000127540	1.943	4	2.3076	2.3310975e-07	1	0	1	0	0	0
ENSG00000141977	1.827	12	9.8325	7.0013325e-07	4	0	4	0	0	0
ENSG00000127528	0.71	1	6.679	5.6615e-07	2	0	2	0	0	0
ENSG00000269058	1.14	17	22.361	1.9548925e-06	2	0	2	2	0	2
ENSG00000105072	1.111	16	21.864	1.70113e-06	14	1	13	0	0	0
ENSG00000072954	1.03	7	12.763	1.19620125e-06	7	0	7	0	0	0
ENSG00000127533	1.63	7	7.817	6.25646e-07	1	1	0	0	0	0
ENSG00000160111	0.674	53	98.816	8.9975975e-06	1	1	0	0	0	0
ENSG00000131351	1.021	12	19.048	1.49334625e-06	1	0	1	0	0	0
ENSG00000099331	0.177	10	96.055	7.8073425e-06	1	1	0	0	0	0
ENSG00000053501	0.994	10	17.066	1.66215275e-06	2	0	2	0	0	0
ENSG00000099330	1.162	7	11.314	9.4518575e-07	6	0	6	1	0	1
ENSG00000105393	0.324	1	14.652	1.03791375e-06	2	0	2	1	0	1
ENSG00000160117	1.437	26	25.094	2.0952575e-06	1	1	0	0	0	0
ENSG00000127220	0.31	1	15.28	1.7652825e-06	2	0	2	0	0	0
ENSG00000074855	0.317	9	49.488	4.2148025e-06	3	0	3	0	0	0
ENSG00000171773	1.701	3	4.0494	2.89842e-07	4	0	4	0	0	0
ENSG00000248099	1.602	1	2.5537	6.38778e-07	1	0	1	1	0	1
ENSG00000105639	0.525	19	53.148	4.7146225e-06	2	0	2	2	0	2
ENSG00000105641	0.564	10	30.074	2.3696225e-06	7	0	7	1	0	1
ENSG00000130270	1.011	47	59.275	4.5347275e-06	13	0	13	1	0	1
ENSG00000105642	0.398	3	19.505	1.39783775e-06	1	1	0	1	1	0
ENSG00000105647	0.489	10	34.677	3.0104775e-06	1	0	1	1	0	1
ENSG00000105650	0.84	16	28.934	2.43545e-06	6	0	6	0	0	0
